#101	#101
0.153844	0.363323	0.230567	0.562548	0.502792	0.661672	0.881954	-0.776666	0.913877	-0.467025	0.098605	-0.352702	0.720878	0.973022	0.902768	0.741569	0.281594	-0.329081	0.938292	-0.561449	0.205542	0.576586	0.020783	-0.703726	-0.195593	0.798883	0.691824	0.086093	0.577624	0.399152	0.088656	-0.568346	-0.454451	-0.358867	0.444258	0.561388	0.243202	-0.738823	0.527390	-0.764092	0.185766	-0.680349	-0.662465	-0.084994	0.620472	-0.802545	0.365764	0.224158	-0.625233	0.299478	-0.265358	-0.215064	0.616077	0.027070	0.529405	0.471419	0.332804	0.583789	0.633412	0.154088	-0.648305	-0.826167	0.379498	0.995422	0.702200	-0.840510	-0.669301	0.358013	-0.859188	0.736625	0.502243	-0.610889	-0.351054	0.692740	-0.663137	-0.657033	0.715018	-0.190283	-0.252297	0.704031	-0.785516	-0.526597	0.539048	-0.826411	0.700674	0.052950	0.518967	-0.417646	-0.083102	0.611499	-0.384136	-0.209204	-0.654592	0.512314	0.311136	-0.359478	0.602649	0.481490	0.701163	-0.980651	0.495041	
-0.310038	-0.499680	0.101474	0.548082	0.418256	0.298257	-0.173803	-0.180517	0.864803	-0.616993	-0.322306	-0.188940	-0.337809	0.443831	0.827631	-0.710074	0.662465	0.464705	-0.296121	-0.167272	-0.445540	0.122166	0.047456	-0.094943	0.875973	0.999329	0.520066	0.288491	0.982482	0.929014	-0.075045	0.667653	-0.464217	-0.221961	-0.896054	0.190161	-0.925108	0.985839	-0.427717	-0.188635	-0.769585	-0.831416	-0.045747	-0.762810	-0.852657	-0.896298	0.282632	0.276955	0.676382	0.404157	-0.776849	-0.581530	-0.102451	-0.802362	0.287881	-0.560900	-0.461348	-0.877804	0.099155	0.863704	-0.149571	0.950316	0.766533	-0.917051	0.501205	-0.845820	-0.560045	-0.055147	-0.946287	0.726249	-0.898862	-0.369488	0.586840	0.564074	-0.344646	-0.371868	0.023286	0.736076	-0.613208	0.617298	-0.271950	-0.062654	-0.160131	0.075228	-0.061922	0.450301	0.188330	-0.581042	0.586962	0.920652	0.155675	-0.505234	0.085971	0.263588	-0.451582	0.227821	-0.374371	-0.989807	-0.534593	-0.755608	0.558458	
-0.591357	-0.754631	-0.720634	-0.573351	0.591296	0.215003	-0.818354	0.196631	0.120579	0.300821	0.329020	0.263283	0.227027	0.566271	-0.733818	-0.214026	0.050447	-0.262429	0.378216	0.919614	0.197791	-0.219947	-0.589221	0.501938	0.929929	0.587756	-0.348491	0.761223	0.289834	0.848933	-0.416730	-0.394879	-0.515244	-0.850093	-0.176977	-0.944945	-0.165319	0.379803	0.157994	-0.613330	0.599597	-0.502304	0.492660	-0.459700	-0.001801	-0.272988	0.517319	-0.636464	0.731071	-0.763115	-0.087008	0.248146	0.319315	-0.624928	-0.096835	-0.276040	-0.427229	0.513718	-0.034089	0.572436	-0.500595	0.571276	0.518723	0.022370	-0.031220	0.272439	-0.611316	-0.410260	0.441389	0.208838	0.879940	-0.874874	0.077853	-0.236793	-0.748772	-0.369976	-0.461531	0.959410	-0.583056	0.405744	-0.212439	-0.700003	0.682119	-0.903500	0.213477	0.656056	0.325968	0.189917	-0.621754	0.268288	0.845210	0.536424	0.707938	0.926084	-0.329691	-0.548753	0.437239	0.382794	-0.833491	-0.039094	0.120762	
-0.926328	-0.267312	0.756279	-0.977355	0.195471	-0.189489	-0.584399	0.697989	-0.786981	-0.383953	0.459761	-0.922239	0.853328	0.406720	0.801080	0.371075	0.650807	0.095614	0.150365	0.094882	-0.894162	-0.973693	0.942686	-0.453475	-0.480880	0.720267	-0.654592	-0.970702	-0.436384	-0.591174	-0.088900	0.144810	-0.341594	-0.835994	-0.563280	0.463851	0.205115	0.438337	0.593066	0.889279	0.750175	0.827937	0.885617	-0.977844	-0.864620	-0.129551	-0.489242	0.845210	-0.300333	0.691214	-0.331767	0.033662	0.593371	0.308573	0.893246	-0.790765	-0.731010	-0.586962	0.971069	0.446821	0.209876	-0.569445	-0.004303	-0.652028	-0.040376	-0.315836	0.135899	-0.006378	-0.484725	0.465438	-0.329569	-0.912595	-0.854549	0.828486	0.855647	0.603748	-0.302347	0.919614	0.187109	-0.748344	-0.544481	-0.345866	0.619068	0.068148	0.610157	-0.446272	0.302713	0.452315	0.406598	-0.444136	-0.593371	-0.046236	-0.971007	-0.390790	-0.417829	0.127293	-0.713614	-0.134007	-0.364605	-0.233131	0.161656	
0.284768	-0.031281	-0.169897	-0.713797	-0.543992	-0.645436	-0.632252	0.403851	0.462752	0.603870	0.768731	0.883663	0.588549	0.690848	-0.365581	-0.651967	0.686148	-0.101901	-0.405377	0.475448	-0.981628	-0.456648	-0.623218	-0.958800	-0.615284	0.850887	0.442244	0.260353	0.344584	0.529527	0.500778	0.492294	-0.648122	-0.378887	-0.782647	-0.627918	0.611560	-0.820063	-0.577868	-0.569872	0.471175	-0.652455	0.136937	0.261879	-0.839229	-0.616016	0.730949	-0.688406	0.692618	-0.781060	0.517563	0.331401	-0.267251	0.084872	-0.894833	-0.421064	-0.740532	0.794366	-0.185339	0.815546	-0.182165	-0.775018	-0.524827	-0.832148	0.184973	-0.426557	0.911862	0.915342	0.258339	0.941649	-0.562609	-0.734611	-0.021516	-0.182836	-0.340312	-0.819391	-0.900021	0.011567	-0.081210	-0.682424	-0.377605	0.617359	0.664907	0.142979	-0.306497	-0.452864	0.090548	0.287149	0.798456	-0.782220	-0.670888	0.198523	-0.954161	-0.058931	0.532334	-0.838435	0.364544	-0.415937	0.138646	0.740532	0.422346	
-0.938231	0.646412	0.710990	-0.919065	0.223975	-0.797357	0.542650	0.197668	-0.300943	0.321451	0.495407	0.587451	-0.742180	-0.957091	-0.608875	0.957884	0.259011	-0.153050	-0.876644	0.629139	0.739006	-0.367351	0.968383	0.851619	0.709464	0.077059	-0.240944	0.533616	0.223731	-0.314737	0.985046	-0.808100	-0.224525	0.844539	0.880489	0.937315	-0.408002	0.194067	0.563219	0.307718	-0.615589	-0.374981	0.287027	-0.238075	-0.882504	0.220679	0.869381	-0.354656	0.361370	0.451216	0.357708	0.441389	0.788018	0.934629	0.996704	0.120151	-0.625599	-0.923460	0.558397	0.397809	0.875729	-0.098056	-0.901608	0.717948	-0.870052	0.389630	-0.799860	-0.231422	-0.242347	-0.375408	0.770318	-0.653310	-0.181860	0.078036	0.446821	0.382794	0.985839	0.329386	0.683523	-0.061800	-0.192053	0.542405	0.572558	0.987671	-0.392499	-0.992981	-0.532456	-0.200720	-0.407331	-0.939268	-0.529710	0.725150	-0.264138	0.701163	-0.157018	-0.786309	0.985229	0.202246	-0.591052	0.858638	-0.630116	
0.047517	0.004120	-0.706412	-0.436750	0.491440	-0.958434	0.749321	0.464888	-0.937132	0.252174	0.080966	0.364849	-0.677847	0.663076	0.082919	0.252785	-0.815668	0.877621	0.899350	0.833491	0.121860	0.717887	-0.653798	-0.187536	-0.441939	-0.706595	0.955321	-0.986572	-0.234779	-0.442000	0.553514	-0.109958	-0.421491	0.417585	0.189978	0.995239	0.238868	0.450850	0.223243	-0.030793	-0.322428	0.306192	0.380840	-0.389325	0.554735	-0.163366	0.604602	0.591418	0.363628	-0.964171	0.493026	0.378582	0.914670	0.836787	-0.845943	0.926328	-0.489792	0.836909	0.280862	0.699637	-0.875973	0.011200	0.262001	-0.407819	-0.104160	-0.523972	0.139805	0.301981	-0.743706	-0.633595	-0.771050	0.725883	0.992370	0.889096	-0.792596	0.936583	0.566698	-0.386639	0.492721	-0.696463	-0.995849	-0.936155	-0.284463	-0.677847	0.656362	0.675161	0.104343	-0.289285	-0.842219	-0.826838	-0.408551	-0.658986	0.886532	-0.555345	0.455245	-0.437422	0.240211	-0.042817	-0.690481	-0.515976	0.042329	
0.792779	-0.746757	0.774468	-0.611621	-0.643239	0.992859	-0.453963	0.247291	-0.174230	0.749565	-0.118015	-0.871883	-0.604236	-0.235267	0.571032	-0.873165	-0.606372	-0.784967	-0.388531	0.663381	0.314432	-0.649647	0.047639	0.223060	0.847285	0.666982	-0.299722	-0.585131	-0.048494	-0.071810	0.354473	-0.342082	0.046663	0.845515	0.966979	0.809687	0.377728	0.231727	0.455306	-0.951964	0.618885	-0.559862	0.631825	0.319926	-0.221839	-0.099216	0.844356	0.668447	0.465377	0.566759	0.886898	-0.248024	-0.414655	0.083468	-0.258278	0.866634	-0.479843	-0.506699	0.716666	-0.214515	0.861751	0.287332	0.538682	-0.273354	0.757683	-0.382611	0.968017	0.762566	-0.067049	-0.518845	0.492965	0.983276	0.450179	-0.308023	0.670705	-0.273537	-0.729911	-0.553514	0.673940	0.185827	-0.324015	-0.697562	0.607776	-0.288736	-0.376812	0.379192	-0.841853	-0.887387	-0.922727	0.593066	0.135594	-0.719718	-0.596728	0.740959	-0.525315	0.434553	0.867550	0.243385	-0.745537	0.315775	-0.684194	
-0.639149	0.300089	0.629505	0.089633	-0.305094	-0.071200	0.057283	0.243202	-0.212867	0.403973	-0.853633	-0.876339	-0.372112	0.657399	-0.608692	0.377606	0.888424	0.844417	-0.181066	-0.555223	0.687368	0.293619	-0.609912	-0.396100	-0.294534	0.413007	0.530137	0.630726	0.460189	-0.883908	0.100742	-0.867672	0.552904	0.330302	-0.874020	0.619861	0.701468	-0.851131	-0.415693	0.381451	0.370403	0.191260	-0.420209	-0.780938	0.810968	-0.268471	-0.795282	-0.889157	0.324442	-0.839839	0.405988	0.861507	-0.440168	0.339579	-0.832026	0.804010	-0.340007	0.416547	-0.675588	0.614124	-0.932798	0.654958	0.311380	-0.699026	-0.198096	0.849788	0.174352	-0.564196	-0.973510	-0.113926	0.142064	0.681570	0.706534	0.004913	0.078402	0.685354	-0.817682	-0.661489	-0.873409	0.397626	-0.536790	0.277932	0.856746	-0.121372	0.056795	0.234901	-0.770196	-0.343730	-0.854060	0.360820	0.691092	-0.302957	-0.073824	0.785394	0.703970	-0.947386	-0.084933	-0.062960	0.038789	0.245094	0.047517	
0.508103	-0.872555	-0.547533	0.368328	-0.373211	-0.203040	0.558092	0.135044	-0.200781	0.694571	0.125095	-0.856929	0.182531	-0.283547	-0.640004	0.086825	0.753594	-0.246254	0.126255	0.767449	0.933897	-0.934080	-0.928465	-0.038545	-0.765435	0.597278	0.930906	-0.238075	-0.516770	-0.454085	-0.932371	0.204382	0.195044	-0.499985	0.315897	0.991089	0.651173	0.452864	0.185400	0.124607	0.246864	-0.991394	-0.507004	0.264992	0.671316	0.093234	0.481857	0.621204	-0.518052	0.480453	-0.508408	-0.809137	0.636158	-0.552355	0.241920	-0.840144	0.542100	0.872799	0.791559	0.274636	-0.807978	0.084872	0.236000	0.999695	0.939634	-0.218299	0.205847	0.272439	0.484603	0.325724	-0.772027	0.669179	0.627247	0.731498	-0.986450	-0.207801	-0.645924	-0.342631	0.733024	-0.306436	0.819025	0.713248	0.342753	-0.854732	-0.219398	-0.602710	-0.974975	0.570727	0.059969	-0.025727	-0.196875	0.447920	0.579516	-0.392621	0.395245	0.998169	-0.453047	0.057039	-0.631153	-0.027253	0.346477	
